_id,year,inam,type,region,exch,branch,foot,title,vols,volcount,ebooks,totexp,explm,exponetime,expongoing,expcollsup,totsal,salprf,salnprf,salstud,opexp,fringedol,fringepct,expbibue,totstfx,prfstf,nprfstf,studast,totstf,grppres,sample1,presptcp,sample2,reftrans,sample3,initcirc,item,regsearches,fedsearches,illtot,ilbtot,gatecount,phdawd,phdfld,fac,totstu,totpt,gradstu,gradpt
Library number (orig instno),Year,Library name,Type,Region,Canadian exchange rate,,,Titles held June 30 - Now includes all formats,Volumes held June 30,Basis of volume count is Physical or Bibliographic (Y/N),Electronic books,Total Library Expenditures,Total Library Materials Expenditures,One-time resource purchases,"Ongoing resource purchases (e.g. subscriptions, annual license fees)",Collection support,Total Salaries and Wages (Excluding fringe benefits),Professional staff,Support staff,Student assistants,Other operating expenditures,Fringe Benefits,Official designated percent,Consortia/Networks/Bibliographic Utilities Expenditures from External Sources,Total Staff FTE,"Professional staff, FTE","Support staff, FTE","Student assistants, FTE",Total staff,Number of library presentations to groups,Is the library presentations figure based on sampling?,Number of total participants in group presentations reported in line 14,Is the total participants figure based on sampling?,Number of reference transactions,Is the reference transactions figure based on sampling?,Number of initial circulations,Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases),Total number of filled requests provided to other libraries,Total number of filled requests received from other libraries or providers,Annual gate count,Number of Doctor's Degrees awarded in FY2014-15,Number of fields in which Doctor's Degrees can be awarded,Number of full-time instructional faculty in FY2014-15,"Full-time students, undergraduate and graduate","Part-time students, undergraduate and graduate",Full-time graduate students,Part-time graduate students
9890,2018,LIBRARY OF CONGRESS,N,5,1,1,1,158327481,39559882,1,31226,470667000,22827564,12748844,9951156,127564,224839436,,,,223000000,67451831,30,,1939,,,,,8979,0,94864,0,358679,0,958365,688974,30666751,114000000,20264,,1900000,,,,,,,
3100,2018,HARVARD,P,1,1,0,1,15464802,21273455,0,2047212,115873080,49064256,15619498,21275592,12169166,56575773,38005863,15103402,3466508,10233051,20066014,31,1966206,738,446,292,,738,2325,0,36362,0,110826,0,510266,10282160,13816697,90340,43700,73605,,1547,79,2095,20924,10215,13810,7391
1100,2018,"CALIFORNIA, LOS ANGELES",S,9,1,0,1,15436812,13047310,1,2467304,59966729,19293476,6944384,10574068,1775024,30922638,16097523,11399134,3425981,9750615,11933319,,1111166,511,174,210,127,384,1898,0,27085,0,24449,0,588405,18253511,27373649,262908,28012,27558,3278125,771,81,2281,43873,1555,13415,1011
9700,2018,YALE,P,1,1,0,1,11771933,14431600,0,1760911,96957697,42897682,26169100,15616256,1112326,41116568,23702693,16212840,1201035,12943447,17404478,31.3,,592,251,268,73,519,1885,1,23570,1,20837,1,359577,0,0,0,53655,60947,0,748,70,2405,12342,96,6608,93
2000,2018,COLUMBIA,P,2,1,0,1,10213096,14374971,1,2776902,70837125,33436481,9471655,19899231,4065595,31813984,23147115,6940902,1725967,5586660,9661005,29.75,,518,288,169,61,457,1702,1,21998,1,92737,1,257682,10490418,48960000,622618,42514,54473,4613692,1555,234,2418,30517,10206,20107,8784
5100,2018,MICHIGAN,S,3,1,0,1,9877838,15669216,1,3689586,71249875,27934438,8171244,18090563,1672631,34503244,16799018,16005710,1698516,8812193,10666147,31,9384,647,221,343,83,564,1618,0,39236,0,52478,0,524590,11491908,33000633,584701,71024,44222,4366803,1556,126,4881,43517,2485,14815,1366
900,2018,"CALIFORNIA, BERKELEY",S,9,1,0,1,9439598,12955237,0,1502169,58789073,22217728,8233069,13525794,458865,31470028,22167866,5710241,3591921,5101317,12722636,40,1006206,506,272,113,121,385,1153,0,23962,0,30134,0,278440,6636922,32766933,,24335,11712,3765955,870,92,1608,38948,2962,9597,1739
8600,2018,TORONTO,C,10,1.27,1,1,9394709,15092789,1,2476715,75322138.58,31074256.69,13721234.65,17063195.28,289826.77,35514785.83,18918168.5,13071004.72,3525612.6,8733096.06,8274220.47,24,,683,272,269,142,541,1884,0,59807,0,191936,0,519869,13470176,,,24350,8214,7523186,967,96,2636,78785,7968,17055,1496
3500,2018,"ILLINOIS, URBANA",S,3,1,0,1,9281642,15033508,0,1426053,52646302,19831535,4980071,14197569,653895,22239739,13043453,7168916,2027370,10575028,7352711,38.06,,422,184,158,80,342,1828,0,31891,0,62868,1,316273,7947179,22027261,,70058,40918,4956313,1092,92,2283,42850,5366,10237,4024
9600,2018,WISCONSIN,S,3,1,0,1,8792091,11369391,0,1849527,35453700,13895344,3537817,9786092,571435,16673346,11505183,3465092,1703071,4885010,5610697,40,561227,349,164,92,93,256,1653,0,30936,0,56974,1,202205,6681638,15441375,0,88245,89756,2311759,1480,116,3452,38598,3525,9656,2107
9950,2018,NEW YORK PUBLIC,N,2,1,0,1,8508379,11183761,1,431712,111058000,17686000,13405000,3767000,514000,56023000,,,,37349000,23812000,,,407,192,153,62,345,2237,0,107183,0,,0,,1214813,3132185,,10831,17038,4146169,,,,,,,
3600,2018,INDIANA,S,3,1,0,1,8403197,10737321,0,2361110,40135018,18234849,6393231,11212253,629365,16887116,11051202,3745699,2090215,5013053,6085383,40.23,229540,432,193,122,117,315,2023,0,23292,0,25195,0,245019,3832617,,,31111,20049,3431177,712,91,2114,38505,5203,6293,3988
5200,2018,MICHIGAN STATE,S,3,1,0,1,8366382,7669601,1,2411619,38375475,19740337,4884102,14670337,185898,14966266,7500903,6573763,891600,3668872,,30,,297,94,132,71,226,827,0,16186,0,22255,0,144526,4721859,1451193,,59339,17994,1347614,1393,105,2974,44291,6512,8887,2920
6800,2018,PRINCETON,P,2,1,0,1,8343095,10224241,0,2299157,60224261,32728697,15081693,16099444,1547560,22138828,13111454,7804602,1222772,5356736,5919754,28.2,,373,171,149,53,320,996,0,17488,0,30244,0,188645,2212712,9566066,94193,54063,58080,,396,72,959,8267,0,2946,0
2200,2018,CORNELL,P,2,1,1,1,8164857,9940375,1,1665338,54231581,20259941,,,,26231618,16726170,8508341,997107,7740022,7223097,34.9,,438,209,179,50,388,1616,0,29040,0,51038,0,190406,6405838,,,49949,47574,3598969,980,111,3489,24030,93,9132,84
1600,2018,CHICAGO,P,3,1,0,1,7797607,11906082,0,1843420,33065363,17826259,4951200,12334887,540172,12604874,5545128,6279820,779926,2634230,3231638,27.1,250000,223,67,132,24,199,431,0,7924,0,14177,0,174693,7092756,3796568,78171871,55328,42903,1375658,739,78,2213,25956,4642,7568,2442
5700,2018,NEW YORK,P,2,1,1,1,7549282,7970760,0,2921338,67381347,32397006,12733450,18910073,753483,27769457,20455851,5698564,1615042,7214884,8360831,36.5,,477,276,128,73,404,2084,0,34408,0,71399,1,188135,9484269,6941082,339168,47063,53460,2685993,641,110,4608,41071,8431,13492,7416
8400,2018,TEXAS,S,7,1,0,1,7510900,11694468,1,1486594,54691065,24381968,12253997,11512776,615195,22519937,11921043,9239824,1359070,7789160,5114491,29,,526,159,234,133,393,1623,0,36539,0,50656,0,227825,3874782,4653506,1003750,44956,29689,2958440,1284,93,2637,47980,3545,10240,793
6500,2018,PENNSYLVANIA,P,2,1,0,1,7241113,8496644,1,1918757,56174948,22327045,5364420,15932278,1030347,22294825,12467328,8858538,968959,11553078,7110540,34,,398,175,167,56,342,938,0,15822,0,,0,137649,7762377,1840682,,74491,81502,1418559,1223,69,2075,21599,3768,11099,2548
6600,2018,PENNSYLVANIA STATE,S,2,1,1,1,7240616,8647496,0,2226680,57471947,23064668,3622076,19029979,412613,27279114,15173061,11304672,801381,7128165,10767373,40.7,5463,511,224,258,29,482,2706,0,78193,0,59023,1,263074,4066776,0,0,67621,48955,6979469,903,131,6136,75694,17666,7308,7273
2400,2018,DUKE,P,5,1,0,1,6658299,8278842,0,2160952,47113006,23211152,7923040,14687719,600393,19262012,14784968,4011847,465197,4639842,5078921,27.5,800,338,219,90,29,309,1327,0,23936,0,33576,0,292556,,,,36910,33935,,1001,61,1302,15439,855,8774,828
5900,2018,NORTHWESTERN,P,3,1,1,1,6591294,7515156,0,1981962,40106398,18687658,4748235,13344380,595043,17608560,11211991,5715273,681296,3810180,4590808,27.4,,337,150,130,57,280,786,0,12644,0,14396,0,108234,6159534,6941079,0,32056,37876,1118740,455,62,3690,15923,1535,7806,1381
6100,2018,OHIO STATE,S,3,1,0,1,6452230,8762717,0,1427430,48201137,18930795,4259734,13886034,785027,18613763,11594466,5375106,1644191,10656579,6099682,35,1468824,406,151,128,127,279,1104,0,41892,0,19253,0,275767,5730647,12722887,3195625,87676,60999,4062693,1662,114,2798,58955,9069,10299,4067
700,2018,BRITISH COLUMBIA,C,10,1.27,0,1,6391164,7191341,0,2407961,34311500.79,15200998.43,2990204.72,12008597.64,202196.06,15409333.07,9030100,5363681.89,1015551.18,3701169.29,2823681.1,18,,318,138,134,46,272,1341,0,33704,0,55241,0,250036,6664692,,,17546,6740,3733496,303,107,5090,45803,17746,9460,1378
9100,2018,WASHINGTON,S,9,1,1,1,6272596,9247789,0,1154379,47389161,18370609,3786414,13553819,1030376,23440682,14087963,6586712,2766007,5577870,7374048,32.5,465627,429,188,153,88,341,1164,1,26111,0,41167,1,234991,6890594,8521096,,51245,95784,5814845,1361,118,4380,50147,7162,12802,3375
4400,2018,LOUISIANA STATE,S,7,1,0,1,6146526,3689183,1,1358729,14368447,7993118,714753,7134903,143462,5540034,3393872,1831502,314660,835295,2158928,44,121178,138,58,58,22,116,785,0,30598,0,5401,0,36414,1620764,1468900,931550,13485,17483,985087,551,51,1469,27285,4578,5225,1192
8900,2018,VIRGINIA,S,5,1,0,1,6111536,6620159,0,900631,46209907,15915626,1781823,11239969,349108,20296102,12988467,5063939,667591,9998179,6776755,39.4,916298,331,161,119,51,280,1047,0,16248,0,35873,0,179548,2902873,2465111,,20940,28033,1696245,816,55,1496,22143,2217,6401,1304
1800,2018,COLORADO,S,8,1,0,1,5923530,8969582,0,926743,25587229,13565947,2545666,10054922,965359,9754208,5570372,3222691,961145,2267074,3009488,30,90982,212,97,72,43,169,1182,0,22017,0,40489,0,167978,3467534,8801878,423418,73488,23048,2506092,594,63,1585,29656,5682,2679,3603
4700,2018,MARYLAND,S,5,1,0,1,5831612,5994748,0,2831049,29881576,12628463,1635128,10245410,747925,13385471,9569884,2876440,939147,3867642,4656574,,733831,278,140,71,67,211,815,0,16388,0,35746,0,120132,4372569,9797178,157199,36548,51147,1950022,672,82,1830,35815,4706,8107,2546
7500,2018,SOUTHERN CALIFORNIA,P,9,1,1,1,5525687,6078192,0,2938045,49228384,21314825,5184489,15948482,181854,20312570,11844458,6805759,1662353,7600989,6540389,33.5,13016,310,123,103,84,226,1271,0,29620,0,87115,0,128545,,,,19053,26410,2414029,2007,149,2185,40317,6406,21686,5867
600,2018,BRIGHAM YOUNG,P,8,1,0,1,5515169,5682939,1,1328011,30322604,12824868,2136624,10154852,533392,14765268,8839107,2610598,3315563,2732468,7013625,56,328198,394,108,62,224,170,2907,0,69727,0,66757,0,307170,2967653,14930078,437109531,20758,30900,3180740,93,24,1256,28156,3077,1881,1220
6700,2018,PITTSBURGH,S,2,1,1,1,5508539,6118690,0,1721255,33248865,17558257,2292381,14033413,1232463,13012064,7757855,4656307,597902,2678544,4272569,38.6,646216,275,107,125,43,232,1210,0,24509,0,29838,0,76509,5455215,4962497,,35210,19720,1945628,1073,101,2110,31430,3150,7407,1909
4100,2018,KANSAS,S,4,1,1,1,5390075,5003187,0,1186514,21437606,9604197,1237832,7698653,667712,10271019,4604450,4813856,852713,1562390,3029617,32,,227,62,107,58,169,840,0,13773,0,19824,0,122559,2833932,3391643,83531,26796,17887,1259009,754,95,2294,23220,4763,6069,2576
5300,2018,MINNESOTA,S,4,1,0,1,5353613,7663181,0,1283286,43361552,20067226,4082122,14849918,1135186,19525923,10901884,7301691,1322348,3768403,5649558,34,566492,351,145,142,64,287,1121,0,35791,0,23923,0,172382,7431545,3221564,4910301,111746,43334,1860413,1675,124,2599,39705,12143,9714,6701
4500,2018,MCGILL,C,10,1.27,1,1,5270352,6749802,0,2391398,31556759.06,19189962.2,5548166.93,13101164.57,540630.71,10308448.82,6605680.31,3319075.59,383692.91,2058348.03,1727944.88,28,,194,97,77,20,174,939,0,25113,0,70306,1,179334,5837345,2995102,,11259,16332,2500232,1009,97,5827,33533,7438,7698,2006
3700,2018,IOWA,S,4,1,0,1,5263067,7777787,1,2004891,35162544,19714669,3091647,15579847,1043175,13122218,8148155,4201161,772902,2325657,5325900,38,,242,123,77,42,200,969,0,15259,0,59678,1,128027,753446,1806264,9536,39893,20334,2208489,340,79,1452,25972,6194,4750,2913
200,2018,ALBERTA,C,10,1.27,0,1,5259878,7765996,0,1446356,37820507.09,19258944.88,3738974.8,14446713.39,1073256.69,12113133.07,5871531.5,5531570.87,710030.71,6448429.13,2945933.07,,,220,78,114,28,192,687,0,18577,0,134667,0,209546,,,,35865,12911,2877428,439,,1627,35801,3601,6305,1363
2600,2018,FLORIDA,S,5,1,1,1,5242219,6169930,0,1492036,32827409,13820695,1705444,11729384,385867,14568294,6777901,7322504,467889,4438420,4668918,26,579112,330,90,181,59,271,1376,0,24199,0,37538,0,107845,5000778,1595114,0,17543,6945,3640527,2008,102,3104,43861,8808,12477,4945
5800,2018,NORTH CAROLINA,S,5,1,0,1,5241154,9030377,0,1515171,40660526,15662926,4083614,11391518,187794,19106867,9827721,8040976,1238170,5890733,5812127,23.9,,399,154,173,72,327,1571,0,31786,0,67708,1,264573,5058485,8136068,551156,29749,17376,2731903,1208,69,1672,25108,4803,6805,4244
800,2018,BROWN,P,1,1,0,1,5053022,6851411,0,2109222,24907354,12989502,4343440,7918767,727295,9572811,5536996,3633909,401906,2345041,2827855,30.7,,172,76,66,30,142,342,0,5127,0,5248,0,110746,2069806,1044723,1718033,34814,35730,1131282,208,46,854,9606,601,2944,279
400,2018,ARIZONA STATE,S,8,1,1,1,5026533,5335614,1,1431161,26483129,11762837,1440994,10200909,120934,11528491,4882599,6067030,578862,3191801,3828476,36,,212,66,145,1,211,600,0,15632,0,32797,0,134512,4921124,10183437,71266219,18478,30198,3273541,968,89,3238,75271,28296,12037,7979
9300,2018,WASHINGTON U.-ST. LOUIS,P,4,1,0,1,4993517,5788013,0,2015962,29670381,14787316,2306822,12227449,253045,11362729,8040704,2652994,669031,3520336,3766098,30,7545,229,120,79,30,199,1320,0,11504,0,39615,1,102901,5159803,3534052,58478,37363,37763,1495564,706,50,2011,13248,2055,6174,1454
8800,2018,UTAH,S,8,1,0,1,4928636,4587570,0,956835,26431379,10050159,1189890,8505226,355043,12791437,5123607,6453883,1213947,3589783,5143265,34,1884337,283,71,136,76,207,1646,0,21151,0,69071,0,160192,5027180,6688140,,31659,21740,1893772,756,125,1508,24275,8485,6209,1916
2800,2018,GEORGETOWN,P,5,1,1,1,4812766,4528505,0,2101284,29278117,12751589,2643219,9870349,238021,13008453,8001063,4295090,712300,3518075,4737004,37,1238,230,100,89,41,189,3418,0,32474,0,56915,0,189317,3608212,1726723,68387,33564,32283,1705624,983,29,1044,14585,4420,7598,3944
6200,2018,OKLAHOMA,S,7,1,0,1,4775172,6219244,0,1478180,27331500,14599260,1200542,12612538,786180,9369302,6030417,1978593,1360292,3362938,2630283,33,490000,230,95,60,75,155,1424,0,22272,0,27358,0,83686,3811849,7605734,792634,20848,14787,2011460,769,78,2431,24224,6859,5036,3589
300,2018,ARIZONA,S,8,1,0,1,4762544,7584660,0,2052083,31962863,15770670,2771714,11771283,1227673,11876917,6042052,5039353,795512,4315276,3523190,34.7,1397944,232,83,115,34,198,494,0,8328,0,10130,0,182836,9145046,4761166,62026456,37826,27183,2641243,656,100,1798,39458,6579,8012,2476
8500,2018,TEXAS A&M,S,7,1,1,1,4743226,5745651,0,1977914,53326289,27252769,4757528,20252059,2243182,17258062,12278716,3839532,1139814,8815458,380460,32.7,2253507,479,179,93,207,272,1778,0,69519,0,28802,0,181341,5558820,9394671,370589904,49226,43208,4121550,1451,97,4028,59719,9648,11789,3209
2700,2018,FLORIDA STATE,S,5,1,1,1,4738077,5425086,1,2846897,20831074,10652587,1304454,9090630,257503,9029094,6198225,2057243,773626,1149393,2728815,29,238162,264,111,71,82,182,939,0,18109,0,22375,0,85380,2751182,5580852,291026812,13362,11364,1862007,754,67,1884,35050,6312,5764,2590
6300,2018,OKLAHOMA STATE,S,7,1,1,1,4672614,4883063,0,2212135,15388452,8190730,414566,7573182,202982,6732241,3887744,1944201,900296,465481,2125972,38.71,101839,330,58,56,216,114,665,0,18829,0,23533,0,337804,2023210,3774576,8267,35861,9103,1721952,245,44,1210,22870,10371,1260,2441
500,2018,BOSTON,P,1,1,0,1,4657693,5513320,0,2562033,26142554,11991659,1154982,10447000,389677,11635837,7335279,3594553,706005,2515058,2783768,26.6,1235605,251,85,89,77,174,1166,0,17241,0,28466,0,52922,3846084,2537826,930781,11817,14181,2205118,1100,141,2862,26986,6369,10146,5129
2900,2018,GEORGIA,S,5,1,0,1,4634075,5345376,0,908799,27950571,14219525,1888037,11587951,743537,11364689,5952617,4611556,800516,2366357,3812501,,,275,90,136,49,226,2090,0,43164,0,41802,0,225341,4016253,9135139,1549163,31179,8285,2746941,980,27,2033,34549,3642,7407,1936
100,2018,ALABAMA,S,6,1,0,1,4433348,5040478,0,1784698,22962637,12004491,1491422,9938567,574502,7357067,4913413,1898644,545010,3601079,2196792,32,34504,159,70,52,37,122,1066,0,23211,0,12545,0,60430,1640671,6674808,79354656,17876,13024,1425067,290,63,1435,33298,5265,2905,1882
4300,2018,KENTUCKY,S,6,1,0,1,4351608,4820580,0,1680981,25078473,11435995,1301265,9334325,800405,9700848,6640050,2562053,498745,3941630,2664802,30,155026,217,92,87,38,179,750,0,14155,0,12821,0,59857,2792547,1319563,16895,17485,16664,1339577,866,78,1392,26396,3069,5739,1301
9800,2018,YORK,C,10,1.27,1,1,4282441,4687837,1,1515555,22894430.71,10480777.95,2051452.76,8376661.42,52663.78,10571167.72,5923306.3,3997839.37,650022.05,1842485.04,2715523.62,,,177,59,93,25,152,601,0,12274,0,25365,0,146571,2799460,6705913,,8554,3351,2608463,199,43,1630,45457,7914,4237,1564
3900,2018,JOHNS HOPKINS,P,5,1,1,1,4182815,5349850,1,1755896,47239047,22303279,3868453,18034238,400588,15400533,11750818,3035017,614698,9535235,4894788,34,280056,258,134,97,27,231,710,0,13834,0,21528,0,132025,8034870,10796841,61175273,57764,39636,1757381,591,65,1403,14742,10771,8493,10328
6000,2018,NOTRE DAME,P,3,1,0,1,4178671,4899286,1,1497530,29023873,14264437,5235826,8865451,163160,12359713,8172994,3795185,391534,2399723,3775880,25.9,,238,116,99,23,215,825,0,8647,0,12364,0,111937,1384868,,,37316,23029,1208538,487,51,1188,12255,212,3698,193
2500,2018,EMORY,P,5,1,1,1,4171674,4871783,0,1222106,48035687,21364254,6885642,14442365,36247,20269692,15631841,3490081,1147770,6401741,5273011,27.5,570196,391,205,83,103,288,1399,0,24886,0,22551,0,169755,2262017,6031291,,21603,11226,1711592,825,41,2351,13606,1636,5836,1490
